location	hits	keyword	geo	gprop	GTREND_QUERY	GEOUNIT_TYPE	GEOUNIT_CODE	QUERY_UID	QUERY_BASETERM
New Delhi	""	Amsterdam	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	TRUE
Jakarta	""	Amsterdam	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	TRUE
Aalsmeer	100	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Kudelstaart	91	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
De Kwakel	71	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Rijsenhout	56	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Uithoorn	33	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Nieuwveen	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
IJsselstein	14	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Mijdrecht	12	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Leimuiden	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Wilnis	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Schiphol-Rijk	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Vinkeveen	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Ouderkerk aan de Amstel	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Schiphol	7	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Badhoevedorp	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Ter Aar	6	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Nieuwkoop	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Hoofddorp	5	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Amstelveen	5	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Nieuw-Vennep	5	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Roelofarendsveen	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Honselersdijk	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Landsmeer	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Krimpen aan den IJssel	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Rijnsburg	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Hillegom	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Lisse	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Heemstede	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Alphen aan den Rijn	1	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Haarlem	1	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Voorhout	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Amsterdam	1	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
IJmuiden	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Naaldwijk	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Blaricum	1	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Beverwijk	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Noordwijk	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Harderwijk	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Purmerend	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Zaandam	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Woerden	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Leiden	1	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Almere	1	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Hilversum	1	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Utrecht	1	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Amsterdam-Zuidoost	<1	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
The Hague	<1	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Nieuwegein	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Alkmaar	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Hoorn	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Zoetermeer	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Amersfoort	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Delft	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Rotterdam	<1	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Apeldoorn	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
's-Hertogenbosch	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Breda	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Arnhem	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Zwolle	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Eindhoven	<1	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Nijmegen	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Tilburg	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Groningen	""	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
London	<1	Aalsmeer	world	web	Amsterdam;Aalsmeer	municipality	GM0358	8a5b778e-1175-43f4-84ef-c5ded17b7e9e	FALSE
Blaricum	100	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Schiphol	76	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Amsterdam	65	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Amsterdam	62	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Amstelveen	44	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Zaandam	40	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Purmerend	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Amsterdam-Zuidoost	38	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Hoofddorp	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Haarlem	28	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Hilversum	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Almere	24	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Alkmaar	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Utrecht	18	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Lelystad	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
The Hague	15	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Leiden	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Amersfoort	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Delft	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Arnhem	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Rotterdam	9	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Apeldoorn	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Eindhoven	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
's-Hertogenbosch	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Breda	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Zwolle	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Nijmegen	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Maastricht	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Groningen	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Tilburg	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Enschede	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Antwerp	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Brussels	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Liverpool	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
London	1	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Dortmund	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Düsseldorf	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Edinburgh	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Frankfurt	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Cologne	1	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Dublin	1	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Glasgow	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Zürich	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Manchester	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Hamburg	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Berlin	1	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Munich	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Stuttgart	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Naples	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Paris	1	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Vienna	1	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Milan	1	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Rome	1	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Barcelona	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
New York	1	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Stockholm	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Tel Aviv-Yafo	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Dubai	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Madrid	<1	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Prague	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Toronto	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Bucharest	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Singapore	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Melbourne	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Sydney	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Warsaw	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Istanbul	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Los Angeles	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Buenos Aires	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Mexico City	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Bengaluru	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
New Delhi	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Jakarta	""	Amsterdam	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	TRUE
Amstelveen	100	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Ouderkerk aan de Amstel	77	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Uithoorn	58	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Aalsmeer	54	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Kudelstaart	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
De Kwakel	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Abcoude	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Badhoevedorp	30	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Mijdrecht	30	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Vinkeveen	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Schiphol	14	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
IJsselstein	11	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Weesp	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Hoofddorp	10	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Nieuw-Vennep	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Blaricum	7	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Amsterdam-Zuidoost	6	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Amsterdam	6	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Haarlem	5	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Zaandam	5	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Purmerend	5	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Utrecht	4	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Almere	4	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Beverwijk	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Hilversum	3	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Huizen	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Woerden	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Alkmaar	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Alphen aan den Rijn	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Hoorn	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Heerhugowaard	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Nieuwegein	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Lelystad	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
The Hague	2	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Amersfoort	2	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Leiden	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Zoetermeer	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Apeldoorn	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
Delft	""	Amstelveen	world	web	Amsterdam;Amstelveen	municipality	GM0362	7a24b43c-c2bf-44ae-8ef0-002bc802bcbe	FALSE
